condition,size_cv,size_gini,size_max_min_ratio,label_tv_mean
lognormal_sigma_1.5,1.7661031850186575,0.6026124999999999,73.760685793062,0.23681584281683657
none,1.2681185455631827,0.5833791666666667,58.71333333333333,0.29836437216953926
