dataset,scenario,method,seed,validation_indices_sha256,validation_targets_sha256,test_targets_sha256,selected_checkpoint_round,validation_checkpoint_pr_auc,validation_checkpoint_roc_auc,threshold_selected_on_validation,test_roc_auc,test_pr_auc,validation_accuracy,test_accuracy,validation_balanced_accuracy,test_balanced_accuracy,validation_precision,test_precision,validation_recall,test_recall,validation_fpr,test_fpr,validation_f1,test_f1,validation_predicted_positive_rate,test_predicted_positive_rate
default_credit,alpha_0p3,fedavg_classweight,3,534187c46b15dbb4cae7c9207ce1ece371c5064e341ee044db84622c807fe370,67f105eb54fa6909117e63fc15a8e2c85cce9885378867b3c234d0dbf65e5b08,d39d1ac8d82263d3a389e4c2d814950d3c7622ff2370f8666b170836d54bc6a1,10,0.5101922437555533,0.7529661197321362,0.17130938172340393,0.7609743542688029,0.5124769328041509,0.7136609745939192,0.7181666666666666,0.6899531430127626,0.6946928199983519,0.41252955082742315,0.4131679389312977,0.6468952734012975,0.6525998492840994,0.26698898737577226,0.2632142092873957,0.5037892457596534,0.5059888986269354,0.35235318617242817,0.34933333333333333
default_credit,alpha_0p3,fedprox,1,19fbf5fd37c05707b7c8e3a5f88172884570d4d3ef28b2ca5dedb20f919e0f7a,9c91f3b81b6c5cdb8787ec7f8015dce408542470d556245ac9f3b1f0f947b917,dc87338b86a7da5a9d6ba0e3837170d285d13a053f5cda4e0b5eb31d81bf118c,120,0.5219863727081252,0.766382385636025,0.023378750309348106,0.7647075803518457,0.5320349598277208,0.7298479483440949,0.7248333333333333,0.6972043479841495,0.6984331416298895,0.4183994959042218,0.42105263157894735,0.6396917148362236,0.6510926902788244,0.24528301886792447,0.25422640701904553,0.505904761904762,0.511393903521752,0.3305561341387211,0.342
default_credit,alpha_0p3,fedprox,2,9d9383ad11480be4ecfc89d4e911227f437b8e315eb343e93b9a93659a927f3f,56f0bcb9b9550313cb030d7f95fc9e50599f45ef871de21648292d83d16d34a3,44e80d528404258e64d9a9161c45e7ce3e9cdacc14df937e44018b00f54798f8,150,0.5107382013190674,0.7565307823461009,0.05282074958086014,0.7636914655549017,0.527834508548915,0.7476557616170035,0.7506666666666667,0.6886749695355984,0.6904666951886215,0.4434030281182408,0.4507288629737609,0.5834914611005693,0.5825169555388093,0.20614152202937253,0.2015835651615664,0.5038918476034412,0.5082182774490468,0.2890185455303188,0.28583333333333333
default_credit,alpha_0p3,fedprox,3,534187c46b15dbb4cae7c9207ce1ece371c5064e341ee044db84622c807fe370,67f105eb54fa6909117e63fc15a8e2c85cce9885378867b3c234d0dbf65e5b08,d39d1ac8d82263d3a389e4c2d814950d3c7622ff2370f8666b170836d54bc6a1,10,0.5087721837593134,0.7463210556227264,0.09630956500768661,0.7566332493209641,0.5112087498997775,0.7640566430653895,0.7731666666666667,0.6878991824236138,0.700864495826608,0.4782258064516129,0.4890322580645161,0.5495829471733086,0.5712132629992465,0.17378458232608107,0.1694842713460304,0.5114273393704183,0.5269377824122351,0.25822573927530196,0.25833333333333336
default_credit,alpha_0p3,fedrba,1,19fbf5fd37c05707b7c8e3a5f88172884570d4d3ef28b2ca5dedb20f919e0f7a,9c91f3b81b6c5cdb8787ec7f8015dce408542470d556245ac9f3b1f0f947b917,dc87338b86a7da5a9d6ba0e3837170d285d13a053f5cda4e0b5eb31d81bf118c,150,0.518403671681909,0.7552757377507492,0.4996471703052521,0.7625902848072534,0.528424090652129,0.7554676109143929,0.7501666666666666,0.701338890945557,0.6936529996189368,0.45121951219512196,0.4506880733944954,0.6059730250481695,0.5923134890730972,0.2032952431570555,0.20500748983522366,0.5172697368421053,0.5118853793552589,0.290356175796709,0.2906666666666667
default_credit,alpha_0p3,fedrba,2,9d9383ad11480be4ecfc89d4e911227f437b8e315eb343e93b9a93659a927f3f,56f0bcb9b9550313cb030d7f95fc9e50599f45ef871de21648292d83d16d34a3,44e80d528404258e64d9a9161c45e7ce3e9cdacc14df937e44018b00f54798f8,150,0.5204601974064634,0.7600043574861358,0.267508327960968,0.7698021035398562,0.5353992421422661,0.7851635757449469,0.7888333333333334,0.6960042865503151,0.6968930850815931,0.5103697024346258,0.522189349112426,0.5370018975332068,0.5320271288620949,0.14499332443257673,0.13824095869890862,0.5233472029588535,0.5270623366927958,0.23108981037716192,0.22533333333333333
default_credit,alpha_0p3,fedrba,3,534187c46b15dbb4cae7c9207ce1ece371c5064e341ee044db84622c807fe370,67f105eb54fa6909117e63fc15a8e2c85cce9885378867b3c234d0dbf65e5b08,d39d1ac8d82263d3a389e4c2d814950d3c7622ff2370f8666b170836d54bc6a1,10,0.5113456816916255,0.7543357587045635,0.2048584371805191,0.7616161788826479,0.5127760954695405,0.7399000416493128,0.7431666666666666,0.6891040265941968,0.6967132774322371,0.44170096021947874,0.44191096634093374,0.5968489341983317,0.613413715146948,0.21864088100993817,0.21998716028247378,0.507686243594797,0.5137267276743451,0.3036234902124115,0.307
default_credit,alpha_0p3,fedrba_classagg,1,19fbf5fd37c05707b7c8e3a5f88172884570d4d3ef28b2ca5dedb20f919e0f7a,9c91f3b81b6c5cdb8787ec7f8015dce408542470d556245ac9f3b1f0f947b917,dc87338b86a7da5a9d6ba0e3837170d285d13a053f5cda4e0b5eb31d81bf118c,150,0.51715872067345,0.7656732191600909,0.11661617457866669,0.7605366073054155,0.5174399048619234,0.7256821495521766,0.7198333333333333,0.7060580482202481,0.7006190543536753,0.4166168559473999,0.41658812441093307,0.6714836223506744,0.6661642803315749,0.2593675259101781,0.26492617162422427,0.5142014016967908,0.5126123514062046,0.34846906894397,0.3536666666666667
default_credit,alpha_0p3,fedrba_classagg,2,9d9383ad11480be4ecfc89d4e911227f437b8e315eb343e93b9a93659a927f3f,56f0bcb9b9550313cb030d7f95fc9e50599f45ef871de21648292d83d16d34a3,44e80d528404258e64d9a9161c45e7ce3e9cdacc14df937e44018b00f54798f8,90,0.5189788397502618,0.7635350612961495,0.15304216742515564,0.7750503098577649,0.5327361656246252,0.7366117941237758,0.748,0.7003468254953473,0.7119568539047529,0.432258064516129,0.45139253809774044,0.635673624288425,0.6473247927656368,0.23497997329773035,0.22341108495613093,0.5145929339477726,0.531888544891641,0.32298395499062305,0.31716666666666665
default_credit,alpha_0p3,fedrba_classagg,3,534187c46b15dbb4cae7c9207ce1ece371c5064e341ee044db84622c807fe370,67f105eb54fa6909117e63fc15a8e2c85cce9885378867b3c234d0dbf65e5b08,d39d1ac8d82263d3a389e4c2d814950d3c7622ff2370f8666b170836d54bc6a1,10,0.5089447315743288,0.7481820917837344,0.07118726521730423,0.7581784662681657,0.5139748610159499,0.6845064556434819,0.6865,0.6872765966238972,0.6927091304066668,0.3870466321243523,0.3856317093311313,0.6923076923076923,0.7038432554634514,0.31775449905989794,0.31842499465011764,0.4965104685942173,0.4982662043211523,0.4019158683881716,0.4036666666666667
